Timestamp,Uploaded Image Path,Vision Model Used,Keyword Model Used,Image Analysis,Main Entity,Confidence,Reason,Final Open Library Search Query,Open Library Search URL,Title,Author,First Publish Year,Edition Count,Languages,First ISBN,Open Library Work ID,Message,Error,Image Encoding Time (seconds),Vision API Time (seconds),Keyword API Time (seconds),Open Library API Time (seconds),Other Processing / Network Delay (seconds),Total Processing Time (seconds)
25-04-2026 15:52,/tmp/gradio/d9c7093d5b908025fa030dad0ab6e79b12ccd24d1765f44c7bffe1cd541f1f09/banyan.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Banyan tree
Confidence: High
Reason: The image prominently shows a large banyan tree with extensive aerial roots.",Banyan tree,High,The image prominently shows a large banyan tree with extensive aerial roots.,Banyan tree,https://openlibrary.org/search.json?q=Banyan+tree,The banyan tree,Alan F. Bartlett,1984,2,eng,'9780950764627,/works/OL4671394W,,,0.0001,0.9682,0.7874,0.4149,0.0009,2.1715
25-04-2026 15:52,/tmp/gradio/d9c7093d5b908025fa030dad0ab6e79b12ccd24d1765f44c7bffe1cd541f1f09/banyan.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Banyan tree
Confidence: High
Reason: The image prominently shows a large banyan tree with extensive aerial roots.",Banyan tree,High,The image prominently shows a large banyan tree with extensive aerial roots.,Banyan tree,https://openlibrary.org/search.json?q=Banyan+tree,The Banyan Tree,Christopher Nolan,1999,5,eng,'9781628720655,/works/OL24792867W,,,0.0001,0.9682,0.7874,0.4149,0.0009,2.1715
25-04-2026 15:52,/tmp/gradio/d9c7093d5b908025fa030dad0ab6e79b12ccd24d1765f44c7bffe1cd541f1f09/banyan.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Banyan tree
Confidence: High
Reason: The image prominently shows a large banyan tree with extensive aerial roots.",Banyan tree,High,The image prominently shows a large banyan tree with extensive aerial roots.,Banyan tree,https://openlibrary.org/search.json?q=Banyan+tree,Banyan Tree,"Darin Gilson, Chad Muir",2000,1,,'1842030140,/works/OL35682187W,,,0.0001,0.9682,0.7874,0.4149,0.0009,2.1715
25-04-2026 15:52,/tmp/gradio/d9c7093d5b908025fa030dad0ab6e79b12ccd24d1765f44c7bffe1cd541f1f09/banyan.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Banyan tree
Confidence: High
Reason: The image prominently shows a large banyan tree with extensive aerial roots.",Banyan tree,High,The image prominently shows a large banyan tree with extensive aerial roots.,Banyan tree,https://openlibrary.org/search.json?q=Banyan+tree,Our banyan tree,Beulah Warner Russon,1961,1,eng,N/A,/works/OL7360680W,,,0.0001,0.9682,0.7874,0.4149,0.0009,2.1715
25-04-2026 15:52,/tmp/gradio/d9c7093d5b908025fa030dad0ab6e79b12ccd24d1765f44c7bffe1cd541f1f09/banyan.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Banyan tree
Confidence: High
Reason: The image prominently shows a large banyan tree with extensive aerial roots.",Banyan tree,High,The image prominently shows a large banyan tree with extensive aerial roots.,Banyan tree,https://openlibrary.org/search.json?q=Banyan+tree,The banyan tree,Joan Murphy,1968,1,eng,N/A,/works/OL7283253W,,,0.0001,0.9682,0.7874,0.4149,0.0009,2.1715
25-04-2026 15:53,/tmp/gradio/4530254b39e5c03c30cd9ff1599461e9e317c71388246baf8c3e22111042ced2/bhimbekta.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Cave paintings
Confidence: High
Reason: The image shows prehistoric rock art painted on a cave wall.",Cave paintings,High,The image shows prehistoric rock art painted on a cave wall.,Cave paintings,https://openlibrary.org/search.json?q=Cave+paintings,The Lascaux Cave paintings,Fernand Windels,1949,8,eng,'0670417963,/works/OL1268148W,,,0.0001,1.2528,0.6958,0.6074,0.0009,2.5571
25-04-2026 15:53,/tmp/gradio/4530254b39e5c03c30cd9ff1599461e9e317c71388246baf8c3e22111042ced2/bhimbekta.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Cave paintings
Confidence: High
Reason: The image shows prehistoric rock art painted on a cave wall.",Cave paintings,High,The image shows prehistoric rock art painted on a cave wall.,Cave paintings,https://openlibrary.org/search.json?q=Cave+paintings,Cave painting,Roxane Cuvay,1963,1,eng,N/A,/works/OL7372228W,,,0.0001,1.2528,0.6958,0.6074,0.0009,2.5571
25-04-2026 15:53,/tmp/gradio/4530254b39e5c03c30cd9ff1599461e9e317c71388246baf8c3e22111042ced2/bhimbekta.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Cave paintings
Confidence: High
Reason: The image shows prehistoric rock art painted on a cave wall.",Cave paintings,High,The image shows prehistoric rock art painted on a cave wall.,Cave paintings,https://openlibrary.org/search.json?q=Cave+paintings,Cave Paintings,"Jairo Buitrago, Rafael Yockteng, Elisa Amado",2020,1,eng,'9781773061726,/works/OL21892157W,,,0.0001,1.2528,0.6958,0.6074,0.0009,2.5571
25-04-2026 15:53,/tmp/gradio/4530254b39e5c03c30cd9ff1599461e9e317c71388246baf8c3e22111042ced2/bhimbekta.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Cave paintings
Confidence: High
Reason: The image shows prehistoric rock art painted on a cave wall.",Cave paintings,High,The image shows prehistoric rock art painted on a cave wall.,Cave paintings,https://openlibrary.org/search.json?q=Cave+paintings,Wuthering Heights,Emily Brontë,1846,2886,"gre, fin, chi, dan, und",'9781947844261,/works/OL21177W,,,0.0001,1.2528,0.6958,0.6074,0.0009,2.5571
25-04-2026 15:53,/tmp/gradio/4530254b39e5c03c30cd9ff1599461e9e317c71388246baf8c3e22111042ced2/bhimbekta.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Cave paintings
Confidence: High
Reason: The image shows prehistoric rock art painted on a cave wall.",Cave paintings,High,The image shows prehistoric rock art painted on a cave wall.,Cave paintings,https://openlibrary.org/search.json?q=Cave+paintings,Cave Paintings,Forrest Crane,2017,1,eng,'1520398352,/works/OL29648397W,,,0.0001,1.2528,0.6958,0.6074,0.0009,2.5571
25-04-2026 15:55,/tmp/gradio/6e70faeeae0d25772eb9d8ccea36ab6199ff6e1e7bc2f6be0cad128c63b7d6a3/buddha.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Buddha
Confidence: High
Reason: The image shows a seated meditating figure with the characteristic Buddha iconography.",Buddha,High,The image shows a seated meditating figure with the characteristic Buddha iconography.,Buddha,https://openlibrary.org/search.json?q=Buddha,The Age of Fable,Thomas Bulfinch,1800,299,"jpn, rus, fre, eng, por",'9781490490618,/works/OL77559W,,,0.0001,1.1014,2.028,0.4881,0.0009,3.6184
25-04-2026 15:55,/tmp/gradio/6e70faeeae0d25772eb9d8ccea36ab6199ff6e1e7bc2f6be0cad128c63b7d6a3/buddha.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Buddha
Confidence: High
Reason: The image shows a seated meditating figure with the characteristic Buddha iconography.",Buddha,High,The image shows a seated meditating figure with the characteristic Buddha iconography.,Buddha,https://openlibrary.org/search.json?q=Buddha,Siddhartha,Hermann Hesse,1922,206,"guj, chi, san, rus, vie",'0720620015,/works/OL872932W,,,0.0001,1.1014,2.028,0.4881,0.0009,3.6184
25-04-2026 15:55,/tmp/gradio/6e70faeeae0d25772eb9d8ccea36ab6199ff6e1e7bc2f6be0cad128c63b7d6a3/buddha.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Buddha
Confidence: High
Reason: The image shows a seated meditating figure with the characteristic Buddha iconography.",Buddha,High,The image shows a seated meditating figure with the characteristic Buddha iconography.,Buddha,https://openlibrary.org/search.json?q=Buddha,Midnight's Children,Salman Rushdie,1981,71,"spa, rus, ita, kor, pol",'1857152174,/works/OL457179W,,,0.0001,1.1014,2.028,0.4881,0.0009,3.6184
25-04-2026 15:55,/tmp/gradio/6e70faeeae0d25772eb9d8ccea36ab6199ff6e1e7bc2f6be0cad128c63b7d6a3/buddha.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Buddha
Confidence: High
Reason: The image shows a seated meditating figure with the characteristic Buddha iconography.",Buddha,High,The image shows a seated meditating figure with the characteristic Buddha iconography.,Buddha,https://openlibrary.org/search.json?q=Buddha,What the Buddha taught,Walpola Rahula,1959,19,eng,'9780802130310,/works/OL2314435W,,,0.0001,1.1014,2.028,0.4881,0.0009,3.6184
25-04-2026 15:55,/tmp/gradio/6e70faeeae0d25772eb9d8ccea36ab6199ff6e1e7bc2f6be0cad128c63b7d6a3/buddha.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Buddha
Confidence: High
Reason: The image shows a seated meditating figure with the characteristic Buddha iconography.",Buddha,High,The image shows a seated meditating figure with the characteristic Buddha iconography.,Buddha,https://openlibrary.org/search.json?q=Buddha,The Buddha and his Dhamma,"B. R. Ambedkar, Bhimrdo Ramji Ambedkar, Bhimrao Ramji Ambedkar, Bhimrao Ambedkar",1970,13,"hin, eng",'1520321708,/works/OL63222W,,,0.0001,1.1014,2.028,0.4881,0.0009,3.6184
25-04-2026 15:56,/tmp/gradio/90c248326de74e6dfa53db0688f70b49d795bc5f97c821eb648412a7ad89df67/cellularjail.JPG,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Red Fort
Confidence: Medium
Reason: The image shows a large historic red sandstone fort with arched walls and ramparts, matching the Red Fort complex.",Red Fort,Medium,"The image shows a large historic red sandstone fort with arched walls and ramparts, matching the Red Fort complex.",Red Fort,https://openlibrary.org/search.json?q=Red+Fort,Le rouge et le noir,Stendhal,1830,404,"jpn, chi, rus, vie, fre",'9780848806354,/works/OL733640W,,,0.0001,1.26,0.7731,0.4722,0.0012,2.5066
25-04-2026 15:56,/tmp/gradio/90c248326de74e6dfa53db0688f70b49d795bc5f97c821eb648412a7ad89df67/cellularjail.JPG,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Red Fort
Confidence: Medium
Reason: The image shows a large historic red sandstone fort with arched walls and ramparts, matching the Red Fort complex.",Red Fort,Medium,"The image shows a large historic red sandstone fort with arched walls and ramparts, matching the Red Fort complex.",Red Fort,https://openlibrary.org/search.json?q=Red+Fort,The little red fort,Brenda Maier,2018,3,eng,'1338268961,/works/OL19738123W,,,0.0001,1.26,0.7731,0.4722,0.0012,2.5066
25-04-2026 15:56,/tmp/gradio/90c248326de74e6dfa53db0688f70b49d795bc5f97c821eb648412a7ad89df67/cellularjail.JPG,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Red Fort
Confidence: Medium
Reason: The image shows a large historic red sandstone fort with arched walls and ramparts, matching the Red Fort complex.",Red Fort,Medium,"The image shows a large historic red sandstone fort with arched walls and ramparts, matching the Red Fort complex.",Red Fort,https://openlibrary.org/search.json?q=Red+Fort,"The Complete Sherlock Holmes [4 novels, 56 stories]",Arthur Conan Doyle,1900,118,"chi, dut, ita, eng, spa",'1593082037,/works/OL262554W,,,0.0001,1.26,0.7731,0.4722,0.0012,2.5066
25-04-2026 15:56,/tmp/gradio/90c248326de74e6dfa53db0688f70b49d795bc5f97c821eb648412a7ad89df67/cellularjail.JPG,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Red Fort
Confidence: Medium
Reason: The image shows a large historic red sandstone fort with arched walls and ramparts, matching the Red Fort complex.",Red Fort,Medium,"The image shows a large historic red sandstone fort with arched walls and ramparts, matching the Red Fort complex.",Red Fort,https://openlibrary.org/search.json?q=Red+Fort,Metamorphoses,Ovid,1479,491,"gre, dan, und, rus, eng",'0674990463,/works/OL15292640W,,,0.0001,1.26,0.7731,0.4722,0.0012,2.5066
25-04-2026 15:56,/tmp/gradio/90c248326de74e6dfa53db0688f70b49d795bc5f97c821eb648412a7ad89df67/cellularjail.JPG,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Red Fort
Confidence: Medium
Reason: The image shows a large historic red sandstone fort with arched walls and ramparts, matching the Red Fort complex.",Red Fort,Medium,"The image shows a large historic red sandstone fort with arched walls and ramparts, matching the Red Fort complex.",Red Fort,https://openlibrary.org/search.json?q=Red+Fort,Hans Andersen's Fairy Tales,Hans Christian Andersen,1846,298,"yid, fre, glg, por, ger",'0894341227,/works/OL16249171W,,,0.0001,1.26,0.7731,0.4722,0.0012,2.5066
25-04-2026 16:45,/tmp/gradio/8be62088cf8be3acb49db034af54c406f42846106b32e3fc1bc03154a95e9683/cvraman.png,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: C. V. Raman
Confidence: Medium
Reason: The portrait closely matches the well-known Indian physicist C. V. Raman in formal attire and turban.",C. V. Raman,Medium,The portrait closely matches the well-known Indian physicist C. V. Raman in formal attire and turban.,C. V. Raman,https://openlibrary.org/search.json?q=C.+V.+Raman,C.V.Raman,Usha Joshi,1976,1,guj,N/A,/works/OL10226043W,,,0.0003,1.5879,1.4624,2.0342,0.0009,5.0858
25-04-2026 16:45,/tmp/gradio/8be62088cf8be3acb49db034af54c406f42846106b32e3fc1bc03154a95e9683/cvraman.png,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: C. V. Raman
Confidence: Medium
Reason: The portrait closely matches the well-known Indian physicist C. V. Raman in formal attire and turban.",C. V. Raman,Medium,The portrait closely matches the well-known Indian physicist C. V. Raman in formal attire and turban.,C. V. Raman,https://openlibrary.org/search.json?q=C.+V.+Raman,C.V. Raman,Uma Parameswaran,2011,1,,'9780143066897,/works/OL20412606W,,,0.0003,1.5879,1.4624,2.0342,0.0009,5.0858
25-04-2026 16:45,/tmp/gradio/8be62088cf8be3acb49db034af54c406f42846106b32e3fc1bc03154a95e9683/cvraman.png,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: C. V. Raman
Confidence: Medium
Reason: The portrait closely matches the well-known Indian physicist C. V. Raman in formal attire and turban.",C. V. Raman,Medium,The portrait closely matches the well-known Indian physicist C. V. Raman in formal attire and turban.,C. V. Raman,https://openlibrary.org/search.json?q=C.+V.+Raman,C.V. Raman,Unknown,2011,1,eng,N/A,/works/OL16462660W,,,0.0003,1.5879,1.4624,2.0342,0.0009,5.0858
25-04-2026 16:45,/tmp/gradio/8be62088cf8be3acb49db034af54c406f42846106b32e3fc1bc03154a95e9683/cvraman.png,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: C. V. Raman
Confidence: Medium
Reason: The portrait closely matches the well-known Indian physicist C. V. Raman in formal attire and turban.",C. V. Raman,Medium,The portrait closely matches the well-known Indian physicist C. V. Raman in formal attire and turban.,C. V. Raman,https://openlibrary.org/search.json?q=C.+V.+Raman,Scientific papers of C.V. Raman,Chandrasekhara Venkata Raman,1988,2,eng,N/A,/works/OL4421655W,,,0.0003,1.5879,1.4624,2.0342,0.0009,5.0858
25-04-2026 16:45,/tmp/gradio/8be62088cf8be3acb49db034af54c406f42846106b32e3fc1bc03154a95e9683/cvraman.png,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: C. V. Raman
Confidence: Medium
Reason: The portrait closely matches the well-known Indian physicist C. V. Raman in formal attire and turban.",C. V. Raman,Medium,The portrait closely matches the well-known Indian physicist C. V. Raman in formal attire and turban.,C. V. Raman,https://openlibrary.org/search.json?q=C.+V.+Raman,Prof. C.V. Raman,S. N. Sen,1988,2,eng,N/A,/works/OL11501W,,,0.0003,1.5879,1.4624,2.0342,0.0009,5.0858
25-04-2026 16:45,/tmp/gradio/3e1ea6055d9e52d29f8d4fa4a31477ef54826a8bdbe5dae1d4cf6186cdbb362f/dancebharatnatyam.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Bharatanatyam
Confidence: High
Reason: The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.",Bharatanatyam,High,The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.,Bharatanatyam,https://openlibrary.org/search.json?q=Bharatanatyam,Bharatanatyam,Jayalakshmi Eshwar,2002,2,eng,'8188827142,/works/OL5978699W,,,0.0001,1.6077,1.408,1.0654,0.0009,4.0821
25-04-2026 16:45,/tmp/gradio/3e1ea6055d9e52d29f8d4fa4a31477ef54826a8bdbe5dae1d4cf6186cdbb362f/dancebharatnatyam.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Bharatanatyam
Confidence: High
Reason: The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.",Bharatanatyam,High,The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.,Bharatanatyam,https://openlibrary.org/search.json?q=Bharatanatyam,Essence of Nattuvangam,Kamalā Rāṇi,1997,2,eng,N/A,/works/OL1037419W,,,0.0001,1.6077,1.408,1.0654,0.0009,4.0821
25-04-2026 16:45,/tmp/gradio/3e1ea6055d9e52d29f8d4fa4a31477ef54826a8bdbe5dae1d4cf6186cdbb362f/dancebharatnatyam.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Bharatanatyam
Confidence: High
Reason: The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.",Bharatanatyam,High,The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.,Bharatanatyam,https://openlibrary.org/search.json?q=Bharatanatyam,Bharatanatyam,Davesh Soneji,2012,1,eng,'9780198083771,/works/OL21250102W,,,0.0001,1.6077,1.408,1.0654,0.0009,4.0821
25-04-2026 16:45,/tmp/gradio/3e1ea6055d9e52d29f8d4fa4a31477ef54826a8bdbe5dae1d4cf6186cdbb362f/dancebharatnatyam.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Bharatanatyam
Confidence: High
Reason: The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.",Bharatanatyam,High,The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.,Bharatanatyam,https://openlibrary.org/search.json?q=Bharatanatyam,Bharatanatyam,Devesh Soneji,2010,1,eng,'0198065396,/works/OL15634451W,,,0.0001,1.6077,1.408,1.0654,0.0009,4.0821
25-04-2026 16:45,/tmp/gradio/3e1ea6055d9e52d29f8d4fa4a31477ef54826a8bdbe5dae1d4cf6186cdbb362f/dancebharatnatyam.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Bharatanatyam
Confidence: High
Reason: The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.",Bharatanatyam,High,The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.,Bharatanatyam,https://openlibrary.org/search.json?q=Bharatanatyam,Bharatanatyam,Devesh Soneji,2010,1,eng,'9780198065395,/works/OL18730487W,,,0.0001,1.6077,1.408,1.0654,0.0009,4.0821
25-04-2026 16:45,/tmp/gradio/2309e5ed9cfde0de2cadb5ddb23d9755b951fdfecb8c5aac33c237e07209c815/dancekuchipudi.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Bharatanatyam
Confidence: High
Reason: The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.",Bharatanatyam,High,The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.,Bharatanatyam,https://openlibrary.org/search.json?q=Bharatanatyam,Bharatanatyam,Jayalakshmi Eshwar,2002,2,eng,'8188827142,/works/OL5978699W,,,0.0001,1.244,0.9004,0.2689,0.001,2.4144
25-04-2026 16:45,/tmp/gradio/2309e5ed9cfde0de2cadb5ddb23d9755b951fdfecb8c5aac33c237e07209c815/dancekuchipudi.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Bharatanatyam
Confidence: High
Reason: The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.",Bharatanatyam,High,The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.,Bharatanatyam,https://openlibrary.org/search.json?q=Bharatanatyam,Essence of Nattuvangam,Kamalā Rāṇi,1997,2,eng,N/A,/works/OL1037419W,,,0.0001,1.244,0.9004,0.2689,0.001,2.4144
25-04-2026 16:45,/tmp/gradio/2309e5ed9cfde0de2cadb5ddb23d9755b951fdfecb8c5aac33c237e07209c815/dancekuchipudi.jpg,gpt-5.4-mini,gpt-5.4-nano,"Main Entity: Bharatanatyam
Confidence: High
Reason: The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.",Bharatanatyam,High,The image shows a classical Indian dance pose and costume strongly associated with Bharatanatyam.,Bharatanatyam,https://openlibrary.org/search.json?q=Bharatanatyam,Bharatanatyam,Davesh Soneji,2012,1,eng,'9780198083771,/works/OL21250102W,,,0.0001,1.244,0.9004,0.2689,0.001,2.4144
